SMILES,True,Pred,Prob,Error
CCCNNC(=O)c1ccc(N2CCN(C3CCN(C(=O)CCCCC(=O)N[C@H](C(=O)N4C[C@H](O)C[C@H]4C(=O)N[C@@H](C)c4ccc(-c5scnc5C)cc4)C(C)(C)C)CC3)CC2)cc1,0.0,True,0.93205976,True
CC(C)OC1=C(C2=NC(C3=CC=C(Cl)C=C3)C(C3=CC=C(Cl)C=C3)N2C(=O)N2CCN(CC(=O)NCCCCCNC(=O)C(=CC3=CC(OC)=C(OCC4=C(C(F)(F)F)C=C(C(F)(F)F)C=C4)C=C3)C#N)C(=O)C2)C=CC(OC)=C1,1.0,False,0.022199506,True
OC(=O)C(NC(NC(C(O)=O)CCC(O)=O)=O)CCCCNC(=O)C(CC1C=C2C(C=CC=C2)=CC=1)NC(=O)[C@@H](NC(=O)[C@@H](NC([C@@H](NC([C@@H](NC([C@@H](NC([C@@H](NC([C@H](NC([C@@H](NC(CNC1C2C(N(C(=O)C=2C=CC=1)C1C(=O)NC(=O)CC1)=O)=O)CCCCNC(C1=C(F)C=C(N2C(=S)N(C3=CC=C(C#N)C(C(F)(F)F)=C3)C(=O)C2(C)C)C=C1)=O)=O)CS)=O)CCC(=O)N)=O)CC1C=CC(O)=CC=1)=O)CC(=O)N)=O)CCC(=O)N)=O)CC1C=CC(O)=CC=1)CC1=CC=C(O)C=C1,1.0,False,0.29086012,True
CC(C)(C)OC(=O)NC(Cc1ccccc1)C(=O)OCN1C(=O)CCC(N2C(=O)c3ccccc3C2=O)C1=O,0.0,True,0.9706039,True
Cc1ccc(-c2c(CCC(=O)N3CCC(O)(Cc4ccccc4)CC3)c3cc(Cl)ccc3n2C)cn1,0.0,True,0.5237246,True
COc1ccc(N(C(=O)CCl)C(C(=O)NCCc2ccccc2)c2ccc(NC(=O)CCOCCNC(=O)CCOCCNc3cccc4c3C(=O)N(C3CCC(=O)NC3=O)C4=O)cc2)cc1Cl,0.0,True,0.95955056,True
CCc1cc2c(cc1N1CCC(N3CCN(C(=O)CCCCCNc4cccc5c4C(=O)N(C4CCC(=O)NC4=O)C5=O)CC3)CC1)C(C)(C)c1[nH]c3cc(C#N)ccc3c1C2=O,0.0,True,0.967535,True
N1C(C)=C(C2C=CC([C@H](C)NC(=O)[C@H]3N(C(=O)[C@@H](NC(=O)CCCCCN4N=NC(C[C@H]5C(=O)N6N[C@@H](CCC6)C(=O)O[C@H](C)C6N=C7C=C(C=CC7=CC=6)C=CCC(=O)N[C@@H](CC6C=CC(N(=O)=O)=CC=6)C(=O)N5)=C4)C(C)(C)C)C[C@H](O)C3)=CC=2)SC=1,1.0,False,0.32335776,True
N#Cc1ccc(N[C@H]2CC[C@H](N(C(=O)NCc3ccccc3)c3ccc(N4CCN(CCCCC(=O)Nc5ccc6c(c5)C(=O)N(C5CCC(=O)NC5=O)C6=O)CC4)cc3)CC2)nc1,0.0,True,0.9750354,True
CC(C)[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H](NS(C)(=O)=O)C(C)C)C(=O)c1nnc(C(C)(C)C)o1,0.0,True,0.8934292,True
CC(C)[C@H](NC(=O)[C@@H]1Cc2ccccc2CN1C(=O)[C@@H](NC(=O)c1cccnc1)C(C)C)C(=O)c1nnc(C(C)(C)C)o1,0.0,True,0.7188265,True
CN[C@@H](C)C(=O)N[C@H](C(=O)N1Cc2cc(OCCCNC(=O)C3CCN(c4ccc5c(c4)C(=O)N(C4CCC(=O)NC4=O)C5=O)CC3)ccc2C[C@H]1C(=O)N[C@@H]1CCCc2ccccc21)C(C)(C)C,0.0,True,0.94454753,True
CCC(=O)N[C@H]1CC[C@@H](n2c(=O)cc(C)c3cnc(Nc4ccc(N5CCN(C(=O)CCCCCC#Cc6cccc7c6C(=O)N(C6CCC(=O)NC6=O)C7)CC5)cc4OC)nc32)CC1,0.0,True,0.91199476,True
Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)CCNC(=O)c2ccc(-c3ccc(N4CCN(C)CC4)c(NC(=O)c4c[nH]c(=O)cc4C(F)(F)F)c3)cc2)C(C)(C)C)cc1,0.0,True,0.93286204,True
CC(C(=O)NC(C1CCCCC1)C(=O)N1CC(N)CC1C(=O)NC1CCCC2=CC=CC=C12)N(C)C(=O)OC(C)(C)C,1.0,False,0.021117201,True
COc1ccc(NC(=O)C2CCN(C(=O)Cn3c(=O)sc4ccc(Cl)cc43)CC2)cn1,0.0,True,0.82360435,True
CCC(=O)N[C@H]1CC[C@@H](n2c(=O)cc(C)c3cnc(Nc4ccc(N5CCN(C(=O)CCCCCC#Cc6ccc7c(c6)CN(C6CCC(=O)NC6=O)C7=O)CC5)cc4OC)nc32)CC1,0.0,True,0.9131012,True
O=C(Nc1nccs1)C1CCN(C(=O)Cn2c(=O)sc3ccc(Cl)cc32)CC1,0.0,True,0.9037109,True
CCc1cc2c(cc1N1CCC(N3CCN(CC(=O)NCCCCNc4cccc5c4C(=O)N(C4CCC(=O)NC4=O)C5=O)CC3)CC1)C(C)(C)c1[nH]c3cc(C#N)ccc3c1C2=O,0.0,True,0.9680722,True
CN(CCOCCOCCOCCOc1ccc2c(c1)C(=O)N(C1CCC(=O)NC1=O)C2=O)c1cccc(-n2c(NC(=O)c3cccc(C(F)(F)F)c3)nc3cc(F)ccc32)c1,0.0,True,0.94950616,True
CC(=O)N1CCc2c(c(-c3cccc4cc(-c5ccc(C(=O)N6CCC(C7CN(c8cccc9c8C(=O)N(C8CCC(=O)NC8=O)C9=O)C7)CC6)nc5)ncc34)nn2C2CCOCC2)C1,0.0,True,0.9734778,True
CCOC(=O)c1cnc2ccc(C3(CCC(=O)CCc4ccc(OC)c(OC)c4)CCC(=O)NC3=O)cc2c1O,0.0,True,0.93818265,True
O=C1CCC(C2C(=O)c3cccc(NC(=O)CNCCCCCCCCCCCCC(=O)N4CCN(C(=O)c5cc(Cc6n[nH]c(=O)c7ccccc67)ccc5F)CC4)c3C2=O)C(=O)N1,0.0,True,0.8686216,True
CCN(c1cc(-c2ccc(C(=O)NCCCCCCCCNC(=O)COc3cccc4c3C(=O)N(C3CCC(=O)NC3=O)C4=O)cc2)cc(C(=O)NCc2c(C)cc(C)[nH]c2=O)c1C)C1CCOCC1,0.0,True,0.961144,True
CC(C)COC(=O)N[C@H](C(=O)N1C[C@H](C2CCCCC2)C[C@H]1C(=O)N[C@@H](CC(F)F)C(=O)NCCc1c(F)cc(-c2nn[nH]n2)cc1F)C(C)C,0.0,True,0.7680883,True
N#Cc1ccc(N[C@H]2CC[C@H](N(C(=O)NCc3ccccc3)c3ccc(N4CCN(CCCCC(=O)Nc5cccc6c5C(=O)N(C5CCC(=O)NC5=O)C6=O)CC4)cc3)CC2)nc1,0.0,True,0.97503394,True
Cc1ncsc1-c1ccc(CNC(=O)[C@H]2C[C@H](O)CN2C(=O)[C@H](NC(=O)CCCCC(=O)N2CCN(c3ccc4[nH]c(-c5c(N)c6c(F)cccc6[nH]c5=O)nc4c3)CC2)C(C)(C)C)cc1,0.0,True,0.9343638,True
C[C@@H](C(=O)Nc1ccc(OC2CN(CCCOCCOCCNC(=O)COc3cccc4c3C(=O)N(C3CCC(=O)NC3=O)C4=O)C2)cc1)[C@H]1CC[C@@H](c2ccnc3ccc(F)cc32)CC1,0.0,True,0.96818966,True
C[C@@H](C(=O)Nc1ccc(OC2CN(C(=O)CCOCCNC(=O)COc3cccc4c3C(=O)N(C3CCC(=O)NC3=O)C4=O)C2)cc1)[C@H]1CC[C@@H](c2ccnc3ccc(F)cc32)CC1,0.0,True,0.96959454,True
CSCC[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)O)CC(=O)N)CCC(=O)N)CCSC)NC(=O)[C@@H](NC(=O)[C@H](CC1=CNC2=C1C=CC=C2)NC(=O)[C@H]([C@H](CC)C)NC(=O)[C@H]([C@H](CC)C)NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H]([C@H](O)C)NC(=O)CCCCCNC(=O)COC1=CC=CC2=C1C(=O)N(C2=O)C1CCC(=O)NC1=O)CO)CC(C)C)CC(=O)O)C)CO)C,1.0,False,0.47023386,True
CCCNNC(=O)c1ccc(N2CCN(C3CCN(C(=O)CCCCCCC(=O)N[C@H](C(=O)N4C[C@H](O)C[C@H]4C(=O)N[C@@H](C)c4ccc(-c5scnc5C)cc4)C(C)(C)C)CC3)CC2)cc1,0.0,True,0.9320016,True
N=C(N)NCCCC(NC(=O)[C@@H]1CCCN1C(=O)C(O)C1c2ccccc2-c2ccccc21)C(=O)c1nc2ccccc2s1,0.0,True,0.75440425,True
CC(C)(c1ccc(OCC2CCN(C(=O)c3ccc(N4CCN(c5ccc6c(c5)C(=O)N(C5CCC(=O)NC5=O)C6=O)CC4)cc3)CC2)cc1)c1ccc(OC[C@H](O)CCl)cc1,0.0,True,0.9745327,True
N#Cc1ccc(N[C@H]2CC[C@H](N(C(=O)NCc3ccccc3)c3ccc(N4CCN(CCCCCC(=O)Nc5cccc6c5C(=O)N(C5CCC(=O)NC5=O)C6=O)CC4)cc3)CC2)nc1,0.0,True,0.9746275,True
Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)CCCCCNS(=O)(=O)c2ccc(-c3cnc(N)c(C(=O)Nc4ccccc4)n3)cc2)C(C)(C)C)cc1,0.0,True,0.93193877,True
C#CCN(Cc1ccc2nc(C)nc(O)c2c1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)N2CCCC2C(=O)O)cc1,0.0,True,0.84108573,True
O=C1CCC(N2Cc3c(SCCCCN4CCN(C5CCN(c6ncc(C(=O)Nc7ccc(OC(F)(F)Cl)cc7)cc6-c6ccn[nH]6)CC5)CC4)cccc3C2=O)C(=O)N1,0.0,True,0.962629,True
CCCCc1nc(Cl)c(COC)n1Cc1ccc(C(=O)N2CCC[C@@H]2C(=O)O)cc1,0.0,True,0.66610193,True
C[C@@H]1C[C@@H](O)c2ncnc(N3CCN(C(=O)[C@H](CNCCC(=O)NCCCCCCCCNc4cccc5c4CN(C4CCC(=O)NC4=O)C5=O)c4ccc(Cl)cc4)CC3)c21,0.0,True,0.94520956,True
C[C@H](N(Cc1ccc(F)cc1)C(=O)CN1C(=O)O[C@@]2(CCc3cc(NC(=O)NCCOCCNc4cccc5c4C(=O)N(C4CCC(=O)NC4=O)C5=O)ccc32)C1=O)C(F)(F)F,0.0,True,0.9240889,True
C=C[C@@H]1C[C@]1(NC(=O)[C@@H]1C[C@@H](Oc2cc(-c3csc(NC(C)C)n3)nc3cc(OC)ccc23)CN1C(=O)[C@@H](NC(=O)OC1CCC1)C(C)(C)C)C(=O)O,0.0,True,0.87501454,True
C[C@@H](C(=O)Nc1ccc(OC2CCN(CCCOCCOCCNC(=O)COc3cccc4c3C(=O)N(C3CCC(=O)NC3=O)C4=O)CC2)cc1)[C@H]1CC[C@@H](c2ccnc3ccc(F)cc32)CC1,0.0,True,0.9688288,True
CCC1(c2ccccc2)C(=O)NC(=O)NC1=O,0.0,True,0.97892535,True
O=C1CCC(N2C(=O)c3cccc(NC(=O)CNCCCCCCCCCCCC(=O)N4CCN(C(=O)c5cc(Cc6n[nH]c(=O)c7ccccc67)ccc5F)CC4)c3C2=O)C(=O)N1,0.0,True,0.959783,True
Cc1noc(C)c1-c1ccc2c(c1)nc([C@@H]1CCCC(=O)N1c1ccc(F)c(F)c1)n2C1CCN(CC(=O)NCCC#Cc2cccc3c2C(=O)N(C2CCC(=O)NC2=O)C3=O)CC1,0.0,True,0.9689817,True
COc1ccc(CNC(=O)C2CCN(C(=O)Cn3c(=O)sc4ccc(Cl)cc43)CC2)cc1,0.0,True,0.8699872,True
CCC(=O)N[C@H]1CC[C@@H](n2c(=O)cc(C)c3cnc(Nc4ccc(N5CCN(C(=O)CCCCCC#Cc6ccc7c(c6)C(=O)N(C6CCC(=O)NC6=O)C7)CC5)cc4OC)nc32)CC1,0.0,True,0.91317964,True
O=C(/C=C/c1cccnc1)NCCCCC1CCN(C(=O)c2ccc(C(=O)N3CCC(C(=O)N4CCN(c5cccc6c5C(=O)N(C5CCC(=O)NC5=O)C6=O)CC4)CC3)cc2)CC1,0.0,True,0.9776749,True
CC[C@H](C)n1cc(C)c2c(C(=O)NCc3c(C)cc(C)[nH]c3=O)cc(-c3ccc(N4CCN(CCCCCOc5cccc6c5C(=O)N(C5CCC(=O)NC5=O)C6=O)CC4)nc3)cc21,0.0,True,0.95965254,True
Cc1cc(-c2c[nH]c3ncc(-c4ccc(C5CCN(C(=O)CCOCCOCCOc6cccc7c6C(=O)N(C6CCC(=O)NC6=O)C7=O)CC5)cc4)nc23)ccc1C(=O)N(C)C,0.0,True,0.9580702,True
CN[C@@H](C)C(=O)N[C@H](C(=O)N1Cc2cc(OCCOCCNC(=O)C3CCN(c4ccc5c(c4)C(=O)N(C4CCC(=O)NC4=O)C5=O)CC3)ccc2C[C@H]1C(=O)N[C@@H]1CCCc2ccccc21)C(C)(C)C,0.0,True,0.93587124,True
CCN(c1cc(-c2ccc(CN3CCN(C(=O)CCCCCNc4cccc5c4C(=O)N(C4CCC(=O)NC4=O)C5=O)CC3)cc2)cc(C(=O)NCc2c(C)cc(C)[nH]c2=O)c1C)C1CCOCC1,0.0,True,0.96281713,True
CC(C)OC1C=C(OC)C=CC=1C1=N[C@H](C2C=CC(Cl)=CC=2)[C@H](C2C=CC(Cl)=CC=2)N1C(=O)N1CC(=O)N(CC(=O)NCCCCCNC(=O)/C(=C/C2=CC(OC)=C(OCC3C=CC(C(F)(F)F)=CC=3C(F)(F)F)C=C2)/C#N)CC1,1.0,False,0.022199506,True
C[C@@H]1C[C@@H](O)c2ncnc(N3CCN(C(=O)[C@H](CNCCC(=O)NCCCCCCCCCc4cccc5c4C(=O)N(C4CCC(=O)NC4=O)C5=O)c4ccc(Cl)cc4)CC3)c21,0.0,True,0.9555819,True
Cc1ccc2cccc(OCc3c(N4CCCC4=O)ccc(N(C)C(=O)CNC(=O)/C=C/c4ccc(N5CCCC5=O)cc4)c3N3CCCC3=O)c2n1,0.0,True,0.9589118,True
COc1cc(C(=O)NCCCCCCCCNC(=O)COc2cccc3c2C(=O)N(C2CCC(=O)NC2=O)C3=O)ccc1Nc1ccc2c(n1)N(C1CCCC1)[C@H](C)C(=O)N2C,0.0,True,0.96327865,True
CCS(=O)(=O)n1cc(-c2nc(Nc3ccc(N4CCN(C(=O)CCCCC(=O)Nc5cccc6c5CN(C5CCC(=O)NC5=O)C6=O)CC4)cc3)ncc2C(F)(F)F)c2ccccc21,0.0,True,0.93298125,True
O=C(COc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O)NCCCCCCCN1CCN(c2cccc(C(=O)N3CCC[C@@H](Nc4ncc(Cl)c(-c5c[nH]c6ccccc56)n4)C3)c2)CC1,0.0,True,0.96929866,True
NC1(C(=O)N[C@@H](CCN2CCN(C(=O)CCCCNc3cccc4c3C(=O)N(C3CCC(=O)NC3=O)C4=O)CC2)c2ccc(Cl)cc2)CCN(c2ncnc3[nH]ccc23)CC1,0.0,True,0.9648816,True
COc1cc2nc(N3CCN(C(=O)OCc4ccccc4)[C@H](C(=O)NC(C)(C)C)C3)nc(N)c2cc1OC,0.0,True,0.6539889,True
C1(=CC=C([C@]2([C@@]([H])(C3=CC=C(Cl)C=C3)N(C(=O)N3CC(=O)N(CC(OCCOC4=CC=C(C(C5=CC=C6C(OCO6)=C5)(C5CCN(C(=O)OC6=CC=C(N(=O)=O)C=C6)CC5)O)C=C4)=O)CC3)C(C3=CC=C(OC)C=C3OC(C)C)=N2)[H])C=C1)Cl,1.0,False,0.020150077,True
O=C1[C@H]2[C@H](c3ccccc3)OC3(C(=O)c4ccccc4C3=O)[C@H]2C(=O)N1c1ccc(Cl)c(Cl)c1,0.0,True,0.50267226,True
C[C@@H]1C[C@@H](O)c2ncnc(N3CCN(C(=O)[C@H](CNCCNC(=O)CCCCCCCCNc4cccc5c4C(=O)N(C4CCC(=O)NC4=O)C5=O)c4ccc(Cl)cc4)CC3)c21,0.0,True,0.95644295,True
Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)COCCNCCCONC(=O)c2ccc(F)c(F)c2Nc2ccc(I)cc2F)C(C)(C)C)cc1,0.0,True,0.9322126,True
O=C1NC(=O)C(c2ccc(Oc3ccc(Br)cc3)cc2)(N2CCN(c3ccc(I)cc3)CC2)C(=O)N1,0.0,True,0.97390556,True
CNC(=O)N1CCc2c(c(N3CCCc4cc(-c5cnn(C)c5)c(C(F)F)cc43)nn2C2CCN(C(=O)CCCCCn3c(=O)n(C4CCC(=O)NC4=O)c4ccccc43)CC2)C1,0.0,True,0.92144555,True
O=C1CCC(N2C(=O)c3ccc(N4CCN(CC5CCN(CCCc6cccc7c6C(=O)N(C(C(=O)Nc6nccs6)c6cc(F)ccc6O)C7)CC5)CC4)cc3C2=O)C(=O)N1,0.0,True,0.973293,True
O=C(c1ccccc1)C1NC(c2ccccc2)[C@@H]2C(=O)N(c3ccc(Cl)c(Cl)c3)C(=O)[C@H]12,0.0,True,0.6331934,True
O=C(CCCCC(=O)NCCN1C(=O)c2cccc3c(Sc4ccc(Br)cc4)ccc(c23)C1=O)NCCCCNc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0.0,True,0.96427196,True
C=C(F)C(=O)N(c1ccc(NC(=O)CCOCCNC(=O)CCOCCNc2cccc3c2C(=O)N(C2CCC(=O)NC2=O)C3=O)cc1)C(C(=O)NCCc1ccccc1)c1cccs1,0.0,True,0.9612379,True
Cc1sc2c(c1C)C(c1ccc(Cl)cc1)=N[C@@H](CC(=O)NCCCCCNC(=O)c1ccc(COc3cccc4c3C(=O)N(C3CCC(=O)NC3=O)C4=O)cc1)c1nnc(C)n1-2,0.0,True,0.92163557,True
Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)CCNC(=O)c2ccc(N3C(=S)N(c4ccc(C#N)c(C(F)(F)F)c4)C(=O)C3(C)C)cc2F)C(C)(C)C)cc1,0.0,True,0.9328386,True
CCCNNC(=O)c1ccc(N2CCN(CC3CCN(C(=O)CCCCCCC(=O)N[C@H](C(=O)N4C[C@H](O)C[C@H]4C(=O)N[C@@H](C)c4ccc(-c5scnc5C)cc4)C(C)(C)C)CC3)CC2)cc1,0.0,True,0.9320689,True
CN[C@@H](C)C(=O)N[C@H](C(=O)N1Cc2cc(OCCCCCNC(=O)CNc3ccc4c(c3)C(=O)N(C3CCC(=O)NC3=O)C4=O)ccc2C[C@H]1C(=O)N[C@@H]1CCCc2ccccc21)C(C)(C)C,0.0,True,0.9055559,True
Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)CCNCCCONC(=O)c2ccc(F)c(F)c2Nc2ccc(I)cc2F)C(C)(C)C)cc1,0.0,True,0.93211615,True
COc1ccc(N(C(=O)CCl)C(C(=O)NCCc2ccccc2)c2ccc(NC(=O)CCOCCNc3cccc4c3C(=O)N(C3CCC(=O)NC3=O)C4=O)cc2)cc1Cl,0.0,True,0.9674433,True
CC1N=CSC=1C1=CC=C([C@H](C)NC([C@@H]2C[C@@H](O)CN2C([C@H](C(C)(C)C)NC(CCCCCN2N=NC(CCC[C@@H]3C4=CC=C5C=CC(=CC5=N4)C=CCC(=O)N[C@@H](CC4=CC=C(N(=O)=O)C=C4)C(=O)N[C@@H](C)C(=O)N4N[C@@H](CCC4)C(=O)O3)=C2)=O)=O)=O)C=C1,1.0,False,0.35789105,True
O=C1NC(=O)C(c2ccc(Oc3ccccc3)cc2)(N2CCCN(C(=O)CCC(=O)N3CCCN(C4(c5ccc(Oc6ccccc6)cc5)C(=O)NC(=O)NC4=O)CC3)CC2)C(=O)N1,0.0,True,0.97115535,True
N#CC1=C(NCCC(=O)NCCOCCOCCNc2cccc3c2C(=O)N(C2CCC(=O)NC2=O)C3=O)c2ccc(Sc3ccc(Br)cc3)c3cccc(c23)C1=O,0.0,True,0.9402295,True
O=C(O[C@H]1C[C@@H](C)C=C2C=C[C@@H]([C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@@]12[H])C)NCCCCCCCCCCC(N[C@@H](C(N1[C@H](C(NCC2=CC=C(C3=C(C)N=CS3)C=C2)=O)C[C@@H](O)C1)=O)C(C)(C)C)=O,1.0,False,0.044350795,True
N([C@H](C(N[C@H](C(N1CCC[C@H]1C1=NC(C(C2=CC(OCCCN3N=NC(CSC(C)(C)[C@@H](C(=O)N4[C@H](C(=O)N[C@@H](C[C@@H]5CCNC5=O)C#N)[C@]5([H])[C@](C5(C)C)([H])C4)NC(=O)C(F)(F)F)=C3)=CC=C2)=O)=CS1)=O)C1CCCCC1)=O)C)C,1.0,False,0.02505548,True
Cc1ccc2nc(NC(=O)C3CCN(C(=O)Cn4c(=O)sc5ccc(Cl)cc54)CC3)sc2c1,0.0,True,0.91277105,True
O=C1CCC(N2C(=O)c3cccc(NC(=O)CCCCCOCCOCCOCCCCCCNC(=O)c4cccc(NC(=O)CSc5nc6ccccc6[nH]5)c4)c3C2=O)C(=O)N1,0.0,True,0.94682145,True
C[C@H](N(Cc1ccc(F)cc1)C(=O)CN1C(=O)O[C@@]2(CCc3cc(NC(=O)NCCCCCCCCNc4cccc5c4C(=O)N(C4CCC(=O)NC4=O)C5=O)ccc32)C1=O)C(F)(F)F,0.0,True,0.88020843,True
OC[C@H](C1C=CC=CC=1)N1C(=O)[C@H](CC[C@H](O)C2C=CC(F)=CC=2)[C@@H](C2C=CC(O)=CC=2)N(C2C=CC(F)=CC=2)C1=O,1.0,False,0.027620612,True
COc1cc(Cl)c(-c2cc(Cl)ccc2Cl)cc1C(=O)N1CCN(C(=O)/C=C\C(=O)NCCCCCCNc2cccc3c2C(=O)N(C2CCC(=O)NC2=O)C3=O)CC1,0.0,True,0.97210747,True
